,Stock_Codes,Company_Name
3298,532616,XCHANGING SOLUTIONS LTD.
3299,532617,JET AIRWAYS (INDIA) LTD.
3300,532621,MORARJEE TEXTILES LTD.
3301,532622,GATEWAY DISTRIPARKS LTD.
3302,532623,N.R.INTERNATIONAL LTD.
3303,532624,JINDAL PHOTO LTD.
3304,532626,PONDY OXIDES & CHEMICALS LTD.
3305,532627,Jaiprakash Power Ventures Limited
3306,532628,3I INFOTECH LTD.
3307,532629,MCNALLY BHARAT ENGINEERING COMPANY LTD.
3308,532630,GOKALDAS EXPORTS LTD.
3309,532633,ALLSEC TECHNOLOGIES LTD.
3310,532636,IIFL Finance Ltd
3311,532637,MANGALAM DRUGS & ORGANICS LTD.
3312,532638,SHOPPERS STOP LTD.
3313,532640,CYBER MEDIA (INDIA) LTD.
3314,532641,Nandan Denim Limited
3315,532642,JSW Holdings Limited
3316,532643,SHREE GANESH FORGINGS LTD.
3317,532644,J.K.CEMENT LTD.
3318,532645,BEEYU OVERSEAS LTD.
3319,532646,UNIPLY INDUSTRIES LTD.
3320,532647,PROVOGUE (INDIA) LTD.
3321,532648,YES BANK LTD.
3322,532649,NECTAR LIFESCIENCES LTD.
3323,532650,MSP STEEL & POWER LTD.
3324,532651,SPL INDUSTRIES LTD.
3325,532652,KARNATAKA BANK LTD.
3326,532654,MCL
3327,532656,FACOR ALLOYS LTD.
3328,532657,FACOR STEELS LTD.
3329,532658,EON ELECTRIC LTD.
3330,532659,IDFC LIMITED
3331,532660,VIVIMED LABS LTD.
3332,532661,RANE (MADRAS) LTD.
3333,532662,HT MEDIA LTD.
3334,532663,Sasken Technologies Ltd
3335,532664,Amar Remedies Ltd.
3336,532665,RAJVIR INDUSTRIES LTD.
3337,532666,FCS SOFTWARE SOLUTIONS LTD.
3338,532667,SUZLON ENERGY LTD.
3339,532668,AURIONPRO SOLUTIONS LTD.
3340,532669,SOUTHERN ONLINE BIO TECHNOLOGIES LTD.
3341,532670,SHREE RENUKA SUGARS LTD.
3342,532672,Glodyne Technoserve Ltd.
3343,532673,K.M.SUGAR MILLS LTD.
3344,532674,BANNARI AMMAN SPINNING MILLS LTD.
3345,532675,Prithvi Information Solutions Ltd.
3346,532676,PBA INFRASTRUCTURE LTD.
3347,532678,BOMBAY RAYON FASHIONS LTD.
3348,532679,SORIL Infra Resources Ltd
3349,532682,ABG SHIPYARD LTD.
3350,532683,AIA ENGINEERING LTD.
3351,532684,EVEREST KANTO CYLINDER LTD.
3352,532686,KERNEX MICROSYSTEMS (INDIA) LTD.
3353,532687,REPRO INDIA LTD.
3354,532689,PVR Inox Ltd
3355,532690,RAMSARUP INDUSTRIES LTD.
3356,532691,Tulip Telecom Ltd.
3357,532692,RADHA MADHAV CORPORATION LTD.
3358,532693,PUNJ LLOYD LTD.
3359,532694,BARTRONICS INDIA LTD.
3360,532695,CELEBRITY FASHIONS LTD.
3361,532696,EDUCOMP SOLUTIONS LTD.
3362,532698,NITIN SPINNERS LTD.
3363,532699,ROYAL ORCHID HOTELS LTD.
3364,532700,ENTERTAINMENT NETWORK (INDIA) LTD.
3365,532701,Cella Space Ltd
3366,532702,GUJARAT STATE PETRONET LTD.
3367,532705,JAGRAN PRAKASHAN LTD.
3368,532706,INOX LEISURE LTD.
3369,532707,DYNEMIC PRODUCTS LTD.
3370,532708,GVK POWER & INFRASTRUCTURE LTD.
3371,532710,SADBHAV ENGINEERING LTD.
3372,532711,SUNIL HITECH ENGINEERS LTD.
3373,532712,RELIANCE COMMUNICATIONS LTD.
3374,532713,SAKUMA EXPORTS LTD.
3375,532714,KEC INTERNATIONAL LTD.
3376,532715,GITANJALI GEMS LTD.
3377,532716,GILLANDERS ARBUTHNOT & CO.LTD.
3378,532717,INDO TECH TRANSFORMERS LTD.
3379,532718,PRATIBHA INDUSTRIES LTD.
3380,532719,B.L.KASHYAP AND SONS LTD.
3381,532720,MAHINDRA & MAHINDRA FINANCIAL SERVICES LTD.
3382,532721,VISA STEEL LTD.
3383,532722,NITCO LTD.
3384,532723,MPDL Ltd
3385,532725,SOLAR INDUSTRIES INDIA LTD.
3386,532726,Gallantt Ispat Ltd
3387,532727,ADHUNIK METALIKS LTD.
3388,532728,MALU PAPER MILLS LTD.
3389,532729,UTTAM SUGAR MILLS LTD.
3390,532730,STL GLOBAL LTD.
3391,532731,ROHIT FERRO-TECH LTD.
3392,532732,KEWAL KIRAN CLOTHING LTD.
3393,532733,SUN TV NETWORK LTD.
3394,532734,GODAWARI POWER & ISPAT LTD.
3395,532735,R Systems International Limited
3396,532737,EMKAY GLOBAL FINANCIAL SERVICES LTD.
3397,532738,TANTIA CONSTRUCTIONS LTD.
3398,532739,PLETHICO PHARMACEUTICALS LTD.
3399,532740,LOKESH MACHINES LTD.
3400,532741,Kamdhenu Ltd
3401,532742,PAUSHAK LTD.
3402,532744,GTN TEXTILES LTD.
3403,532745,Inditrade Capital Limited
3404,532746,UNITY INFRAPROJECTS LTD.
3405,532747,Kingfisher Airlines Ltd.
3406,532748,PRIME FOCUS LTD.
3407,532749,ALLCARGO LOGISTICS LTD.
3408,532751,EASUN REYROLLE LTD.
3409,532754,GMR Airports Infrastructure Ltd
3410,532755,TECH MAHINDRA LTD.
3411,532756,CIE Automotive India Ltd
3412,532757,VOLTAMP TRANSFORMERS LTD.
3413,532758,Kew Industries Ltd.
3414,532759,ATLANTA LTD.
3415,532760,Deep Energy Resources Ltd
3416,532761,HOV SERVICES LTD.
3417,532762,ACTION CONSTRUCTION EQUIPMENT LTD.
3418,532764,GeeCee Ventures Limited
3419,532765,USHER AGRO LTD.
3420,532766,RICHA INDUSTRIES LTD.
3421,532767,GAYATRI PROJECTS LTD.
3422,532768,FIEM INDUSTRIES LTD.
3423,532770,HANUNG TOYS & TEXTILES LTD.
3424,532771,Jhs Svendgaard Laboratories Ltd.
3425,532772,DCB Bank Limited
3426,532773,GLOBAL VECTRA HELICORP LTD.
3427,532774,Inspirisys Solutions Ltd
3428,532775,GTL INFRASTRUCTURE LTD.
3429,532776,SHIVAM AUTOTECH LTD.
3430,532777,INFO EDGE (INDIA) LTD.
3431,532778,LANCO INFRATECH LTD.
3432,532779,TORRENT POWER LTD.
3433,532780,PARSVNATH DEVELOPERS LTD.
3434,532782,SUTLEJ TEXTILES & INDUSTRIES LTD.
3435,532783,LT FOODS LTD.
3436,532784,Sobha Limited
3437,532785,RUCHIRA PAPERS LTD.
3438,532786,GOL OFFSHORE LTD.
3439,532787,ESS DEE ALUMINIUM LTD.
3440,532788,XL ENERGY LTD.
3441,532789,NISSAN COPPER LTD.
3442,532790,Tanla Platforms Ltd
3443,532792,CAIRN INDIA LTD.
3444,532793,Shree Ashtavinayak Cine Vision Ltd.
3445,532794,Zee Media Corporation Limited
3446,532795,Siti Networks Ltd
3447,532796,LUMAX AUTO TECHNOLOGIES LTD.
3448,532797,AUTOLINE INDUSTRIES LTD.
3449,532798,NETWORK18 MEDIA & INVESTMENTS LTD.
3450,532799,HUBTOWN LTD.
3451,532800,TV18 BROADCAST LTD.
3452,532801,CAMBRIDGE TECHNOLOGY ENTERPRISES LTD.
3453,532803,POCHIRAJU INDUSTRIES LTD.
3454,532804,TECHNOCRAFT INDUSTRIES (INDIA) LTD.
3455,532805,Redington Ltd
3456,532806,AI CHAMPDANY INDUSTRIES LTD.
3457,532807,Cineline India Limited
3458,532808,Pearl Global Industries Limited
3459,532809,FIRSTSOURCE SOLUTIONS LTD.
3460,532810,POWER FINANCE CORPORATION LTD.
3461,532811,AHLUWALIA CONTRACTS (INDIA) LTD.
3462,532812,TRANSWARRANTY FINANCE LTD.
3463,532813,C & C CONSTRUCTIONS LTD.
3464,532814,INDIAN BANK
3465,532815,SMS PHARMACEUTICALS LTD.
3466,532816,BROADCAST INITIATIVES LTD.
3467,532817,ORIENTAL TRIMEX LTD.
3468,532819,MINDTREE LTD.
3469,532820,E-Land Apparel Limited
3470,532821,Indus Fila Ltd.
3471,532822,Vodafone Idea Ltd
3472,532823,EURO CERAMICS LTD.
3473,532824,VTX INDUSTRIES LIMITED
3474,532825,JAGJANANI TEXTILES LTD.
3475,532826,RAJ TELEVISION NETWORK LTD.
3476,532827,PAGE INDUSTRIES LTD.
3477,532828,AMD INDUSTRIES LTD.
3478,532829,Lehar Footwears Ltd
3479,532830,Astral Ltd
3480,532831,ABHISHEK CORPORATION LTD.
3481,532832,INDIABULLS REAL ESTATE LTD.
3482,532834,CAMLIN FINE SCIENCES LTD.
3483,532835,ICRA LTD.
3484,532836,Sancia Global Infraprojects Limited
3485,532837,ORBIT CORPORATION LTD.
3486,532839,DISH TV INDIA LTD.
3487,532840,Advanta Limited
3488,532841,SAHYADRI INDUSTRIES LTD.
3489,532842,SREE RAYALASEEMA HI-STRENGTH HYPO LTD.
3490,532843,FORTIS HEALTHCARE LTD.
3491,532845,TGB BANQUETS AND HOTELS LTD.
3492,532847,HILTON METAL FORGING LTD.
3493,532848,DELTA CORP LTD.
3494,532850,MIC ELECTRONICS LTD.
3495,532851,INSECTICIDES (INDIA) LTD.
3496,532852,MCDOWELL HOLDINGS LTD.
3497,532853,ASAHI SONGWON COLORS LTD.
3498,532854,NITIN FIRE PROTECTION INDUSTRIES LTD.
3499,532855,HARYANA CAPFIN LTD.
3500,532856,TIME TECHNOPLAST LTD.
3501,532857,Glory Polyfilms Ltd.
3502,532858,Decolight Ceramics Ltd.
3503,532859,HINDUJA GLOBAL SOLUTIONS LTD.
3504,532864,NELCAST LTD.
3505,532865,MEGHMANI ORGANICS LTD.
3506,532866,QUINTEGRA SOLUTIONS LTD.
3507,532867,V2 RETAIL LTD.
3508,532868,DLF LTD.
3509,532869,TARMAT LTD.
3510,532870,ANKIT METAL & POWER LTD.
3511,532871,Celestial Biolabs Limited
3512,532872,SUN PHARMA ADVANCED RESEARCH COMPANY LTD.
3513,532873,HOUSING DEVELOPMENT & INFRASTRUCTURE LTD.
3514,532874,SURYACHAKRA POWER CORPORATION LTD.
3515,532875,ALLIED DIGITAL SERVICES LTD.
3516,532876,Everonn Education ltd
3517,532877,SIMPLEX PROJECTS LTD.
3518,532878,ALPA LABORATORIES LTD.
3519,532879,SIR SHADI LAL ENTERPRISES LTD.
3520,532880,OMAXE LTD.
3521,532882,OMNITECH INFOSOLUTIONS LTD.
3522,532883,ZYLOG SYSTEMS LTD.
3523,532884,Refex Industries Limited
3524,532885,CENTRAL BANK OF INDIA
3525,532886,SEL MANUFACTURING COMPANY LTD.
3526,532887,Neueon Towers Ltd
3527,532888,ASIAN GRANITO INDIA LTD.
3528,532889,K.P.R. Mill Limited
3529,532890,TAKE SOLUTIONS LTD.
3530,532891,Puravankara Ltd
3531,532892,MOTILAL OSWAL FINANCIAL SERVICES LTD.
3532,532893,VTM LTD.
3533,532894,INDOWIND ENERGY LTD.
3534,532895,NAGREEKA CAPITAL & INFRASTRUCTURE LTD.
3535,532896,MAGNUM VENTURES LTD.
3536,532898,POWER GRID CORPORATION OF INDIA LTD.
3537,532899,KAVERI SEED COMPANY LTD.
3538,532900,Paisalo Digital Ltd
3539,532902,CONSOLIDATED CONSTRUCTION CONSORTIUM LTD.
3540,532903,Dhanus Technologies Ltd.
3541,532904,SUPREME INFRASTRUCTURE INDIA LTD.
3542,532905,SAAMYA BIOTECH (INDIA) LTD.
3543,532906,MAAN ALUMINIUM LTD.
3544,532907,IL&FS ENGINEERING AND CONSTRUCTION COMPANY LTD.
3545,532908,SHARON BIO-MEDICINE LTD.
3546,532910,ANIL LTD.
3547,532911,Parle Industries Ltd
3548,532912,NET 4 INDIA LTD.
3549,532913,CIRCUIT SYSTEMS (INDIA) LTD.
3550,532914,ARCOTECH LTD.
3551,532915,RELIGARE ENTERPRISES LTD.
3552,532916,BARAK VALLEY CEMENTS LTD.
3553,532917,Varun Industries Ltd.
3554,532918,RATHI BARS LTD.
3555,532919,ALLIED COMPUTERS INTERNATIONAL (ASIA) LTD.
3556,532920,EMPEE DISTILLERIES LTD.
3557,532921,ADANI PORTS AND SPECIAL ECONOMIC ZONE LTD.
3558,532922,Edelweiss Financial Services Ltd.
3559,532923,Renaissance Global Ltd
3560,532924,KOLTE-PATIL DEVELOPERS LTD.
3561,532925,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.
3562,532926,Jyothy Labs Ltd
3563,532927,ECLERX SERVICES LTD.
3564,532928,TRANSFORMERS AND RECTIFIERS (INDIA) LTD.
3565,532929,BRIGADE ENTERPRISES LTD.
3566,532930,BGR ENERGY SYSTEMS LTD.
3567,532931,BURNPUR CEMENT LTD.
3568,532932,MANAKSIA LTD.
3569,532933,PORWAL AUTO COMPONENTS LTD.
3570,532934,PPAP Automotive Limited
3571,532935,ARIES AGRO LTD.
3572,532937,KUANTUM PAPERS LTD.
3573,532938,CAPITAL FIRST LTD.
3574,532939,RELIANCE POWER LTD.
3575,532940,J.KUMAR INFRAPROJECTS LTD.
3576,532941,CORDS CABLE INDUSTRIES LTD.
3577,532942,KNR CONSTRUCTIONS LTD.
3578,532944,OnMobile Global Ltd.
3579,532945,SEPC Ltd
3580,532946,BANG OVERSEAS LTD.
3581,532947,IRB INFRASTRUCTURE DEVELOPERS LTD.
3582,532948,TULSI EXTRUSIONS LTD.
3583,532949,Piramal Glass Ltd.
3584,532950,Manjushree Technopack Ltd.
3585,532951,GSS INFOTECH LTD.
3586,532952,NAHAR CAPITAL & FINANCIAL SERVICES LTD.
3587,532953,V-GUARD INDUSTRIES LTD.
3588,532955,REC Ltd
3589,532957,GOKAK TEXTILES LTD.
3590,532959,AJR Infra And Tolling Ltd
3591,532960,Dhani Services Ltd
3592,532961,SITA SHREE FOOD PRODUCTS LTD.
3593,532966,Titagarh Rail Systems Ltd
3594,532967,KIRI INDUSTRIES LTD.
3595,532972,SANKHYA INFOTECH LTD.
3596,532974,ADITYA BIRLA MONEY LTD.
3597,532975,Aishwarya Technologies And Telecom Ltd
3598,532976,JAI BALAJI INDUSTRIES LTD.
3599,532977,BAJAJ AUTO LTD.
3600,532978,BAJAJ FINSERV LTD.
3601,532979,Piramal Phytocare Limited
3602,532980,GOKUL REFOILS & SOLVENT LTD.
3603,532981,Anu's Laboratories Ltd.
3604,532983,RPG LIFE SCIENCES LTD.
3605,532985,Kotak S&P BSE Sensex ETF
3606,532986,NIRAJ CEMENT STRUCTURALS LTD.
3607,532987,RANE BRAKE LINING LTD.
3608,532988,RANE ENGINE VALVE LTD.
3609,532989,BAFNA PHARMACEUTICALS LTD.
3610,532990,METKORE ALLOYS & INDUSTRIES LTD.
3611,532991,MVL LTD.
3612,532992,CHL LTD.
3613,532993,Sejal Glass Ltd
3614,532994,ARCHIDPLY INDUSTRIES LTD.
3615,532995,Avon Corporation Ltd.
3616,532996,FIRST WINNER INDUSTRIES LTD.
3617,532997,KSK ENERGY VENTURES LTD.
3618,532998,Lotus Eye Hospital And Institute Ltd
3619,533001,SOMI CONVEYOR BELTINGS LTD.
3620,533002,Deutsche Mutual Fund - Dws Fixed Term Series 50 - Plan A - Growth Option
3621,533004,Deutsche Mutual Fund - Dws Fixed Term Series 50 - Plan B - Growth Option
3622,533006,BIRLA COTSYN (INDIA) LTD.
3623,533007,LGB FORGE LTD.
3624,533008,OCL IRON AND STEEL LTD.
3625,533012,LANDMARK PROPERTY DEVELOPMENT COMPANY LTD.
3626,533014,SICAGEN INDIA LTD.
3627,533015,NU TEK INDIA LTD.
3628,533016,Austral Coke & Projects Ltd.
3629,533017,RESURGERE MINES & MINERALS INDIA LTD.
3630,533018,SIMPLEX MILLS COMPANY LTD.
3631,533019,SIMPLEX PAPERS LTD.
3632,533022,20 MICRONS LTD.
3633,533023,ZF Commercial Vehicle Control Systems India Ltd
3634,533029,ALKALI METALS LTD.
3635,533033,ISGEC Heavy Engineering Ltd
3636,533044,Selanbbph
3637,533047,INDIAN METALS & FERRO ALLOYS LTD.
3638,533048,GI ENGINEERING SOLUTIONS LTD.
3639,533055,Edserv Softsystems Ltd.
3640,533056,VEDAVAAG SYSTEMS LTD.
3641,533059,Brandhouse Retails Ltd.
3642,533065,REI SIX TEN RETAIL LTD.
3643,533068,ARROW TEXTILES LTD.
3644,533078,MANJEERA CONSTRUCTIONS LTD.
3645,533079,SAND PLAST (INDIA) LTD.
3646,533080,Mold-Tek Packaging Limited
3647,533083,RISHABHDEV TECHNOCABLE LTD.
3648,533088,MAHINDRA HOLIDAYS & RESORTS INDIA LTD.
3649,533090,Excel Realty N Infra Ltd
3650,533093,RAJ OIL MILLS LTD.
3651,533095,BENGAL & ASSAM COMPANY LTD.
3652,533096,ADANI POWER LTD.
3653,533098,NHPC LTD.
3654,533100,PREMIER ENERGY AND INFRASTRUCTURE LTD.
3655,533101,SURYAAMBA SPINNING MILLS LTD.
3656,533102,Srfbbph
3657,533103,JINDAL COTEX LTD.
3658,533104,GLOBUS SPIRITS LTD.
3659,533106,OIL INDIA LTD.
3660,533107,Reliance Naval and Engineering Ltd
3661,533108,BHILWARA TECHNICAL TEXTILES LTD.
3662,533109,EURO MULTIVISION LTD.
3663,533110,SHREE PRECOATED STEELS LTD.
3664,533121,Expleo Solutions Ltd
3665,533122,RattanIndia Power Limited
3666,533137,Den Networks Ltd
3667,533138,ASTEC LIFESCIENCES LIMITED
3668,533143,Reliance Broadcast Network Limited
3669,533144,Cox & Kings Limited
3670,533146,D-Link (India) Ltd
3671,533148,JSW Energy Ltd
3672,533149,Essar Securities Ltd
3673,533150,Godrej Properties Ltd
3674,533151,D B Corp Ltd
3675,533152,MBL Infrastructure Ltd
3676,533154,Infinite Computer Solutions (India) Ltd
3677,533155,Jubilant FoodWorks Ltd
3678,533156,Vascon Engineers Ltd
3679,533157,Syncom Healthcare Ltd
3680,533158,Thangamayil Jewellery Ltd
3681,533159,Aqua Logistics Ltd
3682,533160,D B Realty Ltd
3683,533161,Emmbi Industries Ltd
3684,533162,Hathway Cable & Datacom Ltd
3685,533163,ARSS INFRASTRUCTURE PROJECTS LTD.
3686,533164,TEXMO PIPES & PRODUCTS LTD.
3687,533166,SUNDARAM MULTI PAP LTD.
3688,533167,COROMANDEL ENGINEERING COMPANY LTD.
3689,533168,ROSSELL INDIA LTD.
3690,533169,MAN INFRACONSTRUCTION LTD.
3691,533170,TAMBOLI CAPITAL LTD.
3692,533171,UNITED BANK OF INDIA
3693,533176,DQ ENTERTAINMENT (INTERNATIONAL) LTD.
3694,533177,IL&FS Transportation Networks Ltd
3695,533178,Pradip Overseas Ltd
3696,533179,PERSISTENT SYSTEMS LTD.
3697,533180,SHREE GANESH JEWELLERY HOUSE (I) LTD.
3698,533181,INTRASOFT TECHNOLOGIES LTD.
3699,533189,GOENKA DIAMOND & JEWELS LTD.
3700,533192,KCP SUGAR & INDUSTRIES CORPORATION LTD.
3701,533193,Kirloskar Electric Company Ltd
3702,533200,Talwalkars Better Value Fitness Ltd
3703,533202,Satchmo Holdings Ltd
3704,533203,Tarapur Transformers Ltd
3705,533204,GB Global Ltd
3706,533206,SJVN Ltd
3707,533207,Jaypee Infratech Ltd
3708,533208,EMAMI PAPER MILLS LTD.
3709,533210,Kriti Nutrients Ltd
3710,533211,Parabolic Drugs Ltd
3711,533212,GKB OPHTHALMICS LTD.
3712,533213,FRONTLINE SECURITIES LTD.
3713,533216,TECHNOFAB ENGINEERING LIMITED
3714,533217,HINDUSTAN MEDIA VENTURES LTD.
3715,533218,Emami Realty Ltd
3716,533219,Shri Aster Silicates Limited
3717,533221,ASIAN HOTELS (WEST) LTD.
3718,533227,ASIAN HOTELS (EAST) LTD.
3719,533228,Bharat Financial Inclusion Ltd
3720,533229,Bajaj Consumer Care Ltd
3721,533239,PRAKASH STEELAGE LTD.
3722,533248,GUJARAT PIPAVAV PORT LTD.
3723,533252,WELSPUN INVESTMENTS AND COMMERCIALS LTD.
3724,533256,Hira Ferro Alloys Ltd.
3725,533257,INDOSOLAR LTD.
3726,533258,TIRUPATI INKS LTD.
3727,533259,Sastasundar Ventures Ltd
3728,533260,CAREER POINT LTD.
3729,533261,EROS INTERNATIONAL MEDIA LTD.
3730,533262,RAMKY INFRASTRUCTURE LTD.
3731,533263,ORIENT GREEN POWER COMPANY LTD.
3732,533264,ELECTROSTEEL STEELS LTD.
3733,533265,GALLANTT ISPAT LTD.
3734,533266,TECPRO SYSTEMS LTD.
3735,533267,CANTABIL RETAIL INDIA LTD.
3736,533268,SEA TV NETWORK LTD.
3737,533269,VA TECH WABAG LTD.
3738,533270,BEDMUTHA INDUSTRIES LTD.
3739,533271,ASHOKA BUILDCON LTD.
3740,533272,Jupiter Wagons Ltd
3741,533273,OBEROI REALTY LTD.
3742,533274,PRESTIGE ESTATES PROJECTS LTD.
3743,533275,Shah Metacorp Ltd
3744,533276,BS LTD.
3745,533278,COAL INDIA LTD.
3746,533281,TECHNO ELECTRIC AND ENGINEERING CO. LTD.
3747,533282,GRAVITA INDIA LTD.
3748,533284,RPP INFRA PROJECTS LTD.
3749,533285,RDB REALTY & INFRASTRUCTURE LTD.
3750,533286,MOIL LTD.
3751,533287,ZEE LEARN LTD.
3752,533288,CLARIS LIFESCIENCES LTD.
3753,533289,KESAR TERMINALS & INFRASTRUCTURE LTD.
3754,533292,A2Z Infra Engineering Limited
3755,533293,KIRLOSKAR OIL ENGINES LTD.
3756,533294,RAVI KUMAR DISTILLERIES LTD.
3757,533295,PUNJAB & SIND BANK
3758,533296,FUTURE MARKET NETWORKS LTD.
3759,533297,Kirloskar Brothers Investments Ltd.
3760,533298,Surana Solar Limited
3761,533301,SHEKHAWATI POLY-YARN LTD.
3762,533302,KALYANI INVESTMENT COMPANY LTD.
3763,533303,BF INVESTMENT LTD.
3764,533304,C. MAHENDRA EXPORTS LTD.
3765,533305,SRS REAL INFRASTRUCTURE LTD.
3766,533306,SUMMIT SECURITIES LTD.
3767,533309,DALMIA BHARAT LTD.
3768,533315,Innovassynth Investments Ltd.
3769,533316,STEL Holdings Ltd
3770,533317,OMKAR SPECIALITY CHEMICALS LTD.
3771,533320,JUBILANT INDUSTRIES LTD.
3772,533321,BIL ENERGY SYSTEMS LTD.
3773,533326,TEXMACO RAIL & ENGINEERING LTD.
3774,533329,INDIAN TERRAIN FASHIONS LTD.
3775,533330,ACROPETAL TECHNOLOGIES LTD.
3776,533332,SUDAR INDUSTRIES LTD.
3777,533333,FINEOTEX CHEMICAL LTD.
3778,533336,DHUNSERI INVESTMENTS LTD.
3779,533339,ZEN TECHNOLOGIES LTD.
3780,533343,LOVABLE LINGERIE LTD.
3781,533344,PTC INDIA FINANCIAL SERVICES LTD.
3782,533389,SHILPI CABLE TECHNOLOGIES LTD.
3783,533393,TCI DEVELOPERS LTD.
3784,533398,MUTHOOT FINANCE LTD.
3785,533399,PARAMOUNT PRINTPACKAGING LTD.
3786,533400,Future Consumer Ltd
3787,533401,SERVALAKSHMI PAPER LTD.
3788,533402,INNOVENTIVE INDUSTRIES LTD.
3789,533407,CIL NOVA PETROCHEMICALS LTD.
3790,533411,SANGHVI FORGING AND ENGINEERING LTD.
3791,533412,Dr.datsons Labs Limited
3792,533427,VMS INDUSTRIES LTD.
3793,533444,Timbor Home Ltd.
3794,533451,KARMA ENERGY LTD.
3795,533452,Delphi World Money Ltd
3796,533469,Birla Pacific Medspa Ltd.
3797,533470,RUSHIL DECOR LTD.
3798,533477,ENKEI WHEELS (INDIA) LTD.
3799,533482,Kridhan Infra Limited
3800,533499,BHARATIYA GLOBAL INFOMEDIA LTD.
3801,533506,INVENTURE GROWTH & SECURITIES LTD.
3802,533519,L&T FINANCE HOLDINGS LTD.
3803,533520,Yaari Digital Integrated Services Ltd
3804,533525,HEALTHFORE TECHNOLOGIES LTD.
3805,533540,TREE HOUSE EDUCATION & ACCESSORIES LTD.
3806,533543,BROOKS LABORATORIES LTD.
3807,533552,RUPA & COMPANY LTD.
3808,533553,T D POWER SYSTEMS LTD.
3809,533569,SRS LTD.
3810,533573,ALEMBIC PHARMACEUTICALS LTD.
3811,533576,VASWANI INDUSTRIES LTD.
3812,533581,PG ELECTROPLAST LTD.
3813,533602,LESHA INDUSTRIES LTD.
3814,533605,Setubandhan Infrastructure Ltd
3815,533608,RDB RASAYANS LTD.
3816,533629,TIJARIA POLYPIPES LTD.
3817,533632,ONELIFE CAPITAL ADVISORS LTD.
3818,533638,Flexituff Ventures International Ltd
3819,533639,Taksheel Solutions Ltd.
3820,533644,Ujaas Energy Limited
3821,533655,TRIVENI TURBINE LTD.
3822,533676,INDO THAI SECURITIES LTD.
3823,533704,ESSAR SHIPPING LTD.
3824,533758,APL APOLLO TUBES LTD.
3825,533761,GPT INFRAPROJECTS LTD.
3826,533790,KGN ENTERPRISES LTD.
3827,533888,R* Shares Banking Exchange Traded Fund
3828,533896,FERVENT SYNERGIES LTD.
3829,533941,THOMAS SCOTT (INDIA) LIMITED
3830,533982,TERA SOFTWARE LTD.
3831,534060,PMC Fincorp Limited
3832,534063,FUTURISTIC SOLUTIONS LTD.
3833,534064,ALLIANCE INTEGRATED METALIKS LTD.
3834,534076,Rhi Magnesita India Ltd
3835,534091,MULTI COMMODITY EXCHANGE OF INDIA LTD.
3836,534109,Pyxis Finvest Ltd
3837,534139,SCHNEIDER ELECTRIC INFRASTRUCTURE LTD.
3838,534184,NAGARJUNA OIL REFINERY LTD.
3839,534190,OLYMPIC CARDS LTD.
3840,534309,NBCC (India) Ltd
3841,534312,MT EDUCARE LTD.
3842,534328,HEXA TRADEX LTD.
3843,534338,MAXHEIGHTS INFRASTRUCTURE LTD.
3844,534369,TRIBHOVANDAS BHIMJI ZAVERI LTD.
3845,534392,VARDHMAN SPECIAL STEELS LTD.
3846,534422,Looks Health Services Limited
3847,534425,SPECIALITY RESTAURANTS LTD.
3848,534532,Lypsa Gems & Jewellery Ltd
3849,534535,Bio Green Papers Ltd
3850,534563,MAX ALERT SYSTEMS LTD.
3851,534564,ASEEM GLOBAL LTD.
3852,534567,VKS PROJECTS LTD.
3853,534597,Rattanindia Enterprises Ltd
3854,534598,Sampann Utpadan India Ltd
3855,534600,JTL Industries Ltd
3856,534612,ADVANCE METERING TECHNOLOGY LTD.
3857,534615,NORTH EASTERN CARRYING CORPORATION LTD.
3858,534618,Waaree Renewable Technologies Ltd
3859,534623,JUPITER INFOMEDIA LTD.
3860,534639,VINAYAK POLYCON INTERNATIONAL LTD.
3861,534659,JOINTECA EDUCATION SOLUTIONS LTD.
3862,534674,Ducon Infratechnologies Ltd
3863,534675,Prozone Realty Ltd
3864,534680,SRG HOUSING FINANCE LTD.
3865,534690,LAKSHMI VILAS BANK LTD.
3866,534691,COMFORT COMMOTRADE LTD.
3867,534707,Aditri Industries Ltd
3868,534708,Shanti Guru Industries Ltd
3869,534711,Cinemax India Ltd.
3870,534731,BRONZE INFRA-TECH LTD.
3871,534732,Caspian Corporate Services Ltd
3872,534733,Aerpace Industries Ltd
3873,534734,Ram Minerals and Chemicals Ltd
3874,534740,Bhanot Construction & Housing Ltd.
3875,534741,VIRTUAL GLOBAL EDUCATION LTD.
3876,534742,ZUARI AGRO CHEMICALS LTD.
3877,534748,STEEL EXCHANGE INDIA LTD.
3878,534755,TRIO MERCANTILE & TRADING LTD.
3879,534756,TARA JEWELS LTD.
3880,534757,FOCUS INDUSTRIAL RESOURCES LTD.
3881,534758,CIGNITI TECHNOLOGIES LTD.
3882,534796,CDG Petchem Ltd
3883,534804,CARE Ratings Ltd
3884,534809,PC JEWELLER LTD.
3885,534816,Indus Towers Ltd
3886,534839,ECO FRIENDLY FOOD PROCESSING PARK LTD.
3887,534920,COVIDH TECHNOLOGIES LIMITED
3888,534927,ESTEEM BIO ORGANIC FOOD PROCESSING  LTD.
3889,534976,V-MART RETAIL LTD.
3890,535136,NIBE Ltd
